master_item_id,itemname,material,radius,quantity,latitude,longitude,location,timestamp,Year,Month,Day,Datetime
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,37.9920310974,-122.287757874,,20180416165009,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7923202515,-78.6842727661,,20180416164835,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7848587036,-78.6665802002,,20180416133153,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,14.0,1.0,35.7849388123,-78.666847229,,20180416133937,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,18.0,1.0,35.7850837708,-78.6668243408,,20180416134115,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,18.0,1.0,35.7850608826,-78.6668319702,,20180416134126,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,4.0,1.0,35.78487279,-78.67226042,,20180416143237,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7855072021,-78.6687011719,,20180416151028,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7855377197,-78.6688156128,,20180416151045,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,10.0,1.0,35.7865066528,-78.6674499512,,20180416153830,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,10.0,1.0,35.7861099243,-78.6680221558,,20180416154350,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7859725952,-78.6680145264,,20180416154434,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7797279358,-78.677192688,,20180416145032,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,10.0,1.0,35.7867355347,-78.666053772,,20180416162954,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7868537903,-78.6664886475,,20180416163031,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,16.0,1.0,35.7876701355,-78.6721954346,,20180416162921,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,35.7854690552,-78.6707839966,,20180416164116,2018,04,16,2018-04-16
29.0,Paper Food Wrappers,PAPER & LUMBER,5.0,1.0,37.9920845032,-122.287773132,,20180416164730,2018,04,16,2018-04-16
27.0,Paper Bags,BOAT PARTS,6.0,2.0,35.7805938721,-78.6818618774,,20180412204904,2018,04,12,2018-04-12
27.0,Paper Bags,BOAT PARTS,5.0,1.0,35.7817497253,-78.6817245483,,20180413170135,2018,04,13,2018-04-13
27.0,Paper Bags,BOAT PARTS,5.0,1.0,35.7817497253,-78.6817092896,,20180413170136,2018,04,13,2018-04-13
23.0,Clothing and Shoes,GLASS,6.0,2.0,37.9646377563,-122.351547241,,20180421185001,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9612312317,-122.356147766,,20180421181533,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9611053467,-122.356178284,,20180421181825,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9653053284,-122.354873657,,20180421183423,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9653053284,-122.354873657,,20180421183428,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,5.0,3.0,37.9653015137,-122.354881287,,20180421183708,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,3.0,2.0,28.20065648,-80.67188052,,20180424151710,2018,04,24,2018-04-24
23.0,Clothing and Shoes,GLASS,5.0,3.0,48.2852249146,-122.684257507,,20180501031104,2018,05,01,2018-05-01
8.0,Plastic Food Wrappers,PLASTIC,4.0,2.0,31.09189268,-81.40249974,,20180113161850,2018,01,13,2018-01-13
8.0,Plastic Food Wrappers,PLASTIC,4.0,12.0,31.09032523,-81.40230523,,20180113162311,2018,01,13,2018-01-13
8.0,Plastic Food Wrappers,PLASTIC,4.0,3.0,31.10496516,-81.40446682,,20180113164951,2018,01,13,2018-01-13
8.0,Plastic Food Wrappers,PLASTIC,4.0,6.0,31.02107944,-81.434397,,20180113193439,2018,01,13,2018-01-13
8.0,Plastic Food Wrappers,PLASTIC,4.0,6.0,31.03155162,-81.41639168,,20180113195041,2018,01,13,2018-01-13
8.0,Plastic Food Wrappers,PLASTIC,4.0,4.0,31.03196572,-81.41589109,,20180113195244,2018,01,13,2018-01-13
8.0,Plastic Food Wrappers,PLASTIC,4.0,3.0,31.12048167,-81.41245411,,20180210144215,2018,02,10,2018-02-10
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351547241,,20180421184939,2018,04,21,2018-04-21
8.0,Plastic Food Wrappers,PLASTIC,4.0,34.0,31.05140984,-81.40807493,,20180303164823,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351554871,,20180421184908,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.3515625,,20180421184822,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184025,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184033,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184033,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184034,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184042,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184045,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184049,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,3.0,37.9646377563,-122.351531982,,20180421184054,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184058,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351524353,,20180421184105,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646568298,-122.351577759,,20180421184647,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646530151,-122.3515625,,20180421184723,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646530151,-122.3515625,,20180421184724,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646453857,-122.3515625,,20180421184746,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.964641571,-122.3515625,,20180421184800,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.3515625,,20180421184833,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351531982,,20180421184024,2018,04,21,2018-04-21
8.0,Plastic Food Wrappers,PLASTIC,4.0,2.0,31.01425082,-81.42417403,,20180303195238,2018,03,03,2018-03-03
8.0,Plastic Food Wrappers,PLASTIC,4.0,2.0,31.11642795,-81.41800131,,20180317151359,2018,03,17,2018-03-17
8.0,Plastic Food Wrappers,PLASTIC,5.0,3.0,-8.68397903442,115.264549255,,20180330091929,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.6840171814,115.26449585,,20180330092153,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68401813507,115.26449585,,20180330092217,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68402576447,115.264511108,,20180330092231,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.6840133667,115.264503479,,20180330092333,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.6840133667,115.264503479,,20180330092337,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68401432037,115.264518738,,20180330092346,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68402099609,115.264518738,,20180330092400,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68402004242,115.264526367,,20180330092409,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68402671814,115.264533997,,20180330092422,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68402481079,115.264541626,,20180330092434,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68402290344,115.264511108,,20180330092457,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68396472931,115.264610291,,20180330092612,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68391799927,115.264533997,,20180330092745,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,2.0,-8.68393421173,115.264518738,,20180330092812,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68399620056,115.264579773,,20180330091804,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,4.0,6.0,31.01393386,-81.4245504,,20180303195418,2018,03,03,2018-03-03
8.0,Plastic Food Wrappers,PLASTIC,5.0,2.0,-8.6840057373,115.264579773,,20180330091759,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68399715424,115.264579773,,20180330091619,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,4.0,1.0,31.12048832,-81.41200336,,20180317152547,2018,03,17,2018-03-17
8.0,Plastic Food Wrappers,PLASTIC,4.0,3.0,31.08381532,-81.40196813,,20180317155746,2018,03,17,2018-03-17
8.0,Plastic Food Wrappers,PLASTIC,4.0,1.0,31.02567016,-81.41790183,,20180303201203,2018,03,03,2018-03-03
8.0,Plastic Food Wrappers,PLASTIC,4.0,2.0,31.02358055,-81.41869509,,20180303201910,2018,03,03,2018-03-03
8.0,Plastic Food Wrappers,PLASTIC,4.0,4.0,31.02548436,-81.41783336,,20180317181959,2018,03,17,2018-03-17
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68411064148,115.26449585,,20180330090723,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.6841173172,115.264564514,,20180330090837,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68412494659,115.264564514,,20180330090843,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68411064148,115.264564514,,20180330090854,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68409824371,115.264579773,,20180330090925,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68408966064,115.264579773,,20180330090950,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68407154083,115.264595032,,20180330091051,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.6840839386,115.26461792,,20180330091057,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68412971497,115.264633179,,20180330091115,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.6840171814,115.264602661,,20180330091543,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68398094177,115.264556885,,20180330091642,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68393516541,115.264518738,,20180330092817,2018,03,30,2018-03-30
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.964641571,-122.351524353,,20180421184010,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646453857,-122.351531982,,20180421183949,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9627761841,-122.355308533,,20180303165930,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9623908997,-122.355781555,,20180303173103,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,2.0,37.9624176025,-122.355781555,,20180303173204,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,3.0,37.9651870728,-122.353088379,,20180303180112,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,4.0,37.964805603,-122.351745605,,20180303181327,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.964805603,-122.351745605,,20180303181327,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,5.0,37.9646072388,-122.351539612,,20180303181550,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,3.0,37.9686660767,-122.34425354,,20180303183712,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,3.0,37.9683685303,-122.344108582,,20180303184254,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,65.0,1.0,33.9408149719,-83.3762054443,,20180323140413,2018,03,23,2018-03-23
23.0,Clothing and Shoes,GLASS,65.0,1.0,33.9413375854,-83.3759384155,,20180323162717,2018,03,23,2018-03-23
23.0,Clothing and Shoes,GLASS,65.0,2.0,27.3476238251,-82.6071243286,,20180324151106,2018,03,24,2018-03-24
23.0,Clothing and Shoes,GLASS,100.0,2.0,27.347738266,-82.6070327759,,20180325144639,2018,03,25,2018-03-25
23.0,Clothing and Shoes,GLASS,5.0,1.0,27.3477783203,-82.6086730957,,20180326142351,2018,03,26,2018-03-26
23.0,Clothing and Shoes,GLASS,30.0,1.0,33.9471206665,-83.3715591431,,20180327222407,2018,03,27,2018-03-27
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9627685547,-122.355323792,,20180303165929,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,1.0,32.7488059998,-117.253013611,,20180328005227,2018,03,28,2018-03-28
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9626693726,-122.355354309,,20180303165736,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.7609291077,-122.205406189,,20180317182310,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518730164,-122.211128235,,20180115180406,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518768311,-122.211128235,,20180115180431,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518768311,-122.211128235,,20180115180446,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518768311,-122.211128235,,20180115180455,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518768311,-122.211128235,,20180115180512,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518768311,-122.211128235,,20180115180518,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,4.0,1.0,37.7516784668,-122.211051941,,20180115181003,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,8.0,1.0,37.7514801025,-122.210952759,,20180115181712,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,8.0,1.0,37.7514762878,-122.210952759,,20180115181714,2018,01,15,2018-01-15
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7573051453,-122.199119568,,20180317172949,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,10.0,1.0,37.7605209351,-122.204986572,,20180317182451,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,10.0,1.0,37.7605209351,-122.204986572,,20180317182451,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,10.0,1.0,37.7605209351,-122.204986572,,20180317182452,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,5.0,2.0,37.7622261047,-122.193817139,,20180317175442,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.7622299194,-122.193817139,,20180317175443,2018,03,17,2018-03-17
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.9626693726,-122.355354309,,20180303165735,2018,03,03,2018-03-03
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646377563,-122.351524353,,20180421184002,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,10.0,1.0,33.9502258301,-83.3799667358,,20180401022409,2018,04,01,2018-04-01
23.0,Clothing and Shoes,GLASS,5.0,1.0,29.8662490845,-81.2678375244,,20180407133156,2018,04,07,2018-04-07
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646110535,-122.351516724,,20180421182714,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646072388,-122.351524353,,20180421182751,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646110535,-122.351531982,,20180421182815,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646034241,-122.351524353,,20180421182913,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646110535,-122.351524353,,20180421183017,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,2.0,37.9646148682,-122.351524353,,20180421183325,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646186829,-122.351524353,,20180421183347,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646224976,-122.351516724,,20180421183432,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646224976,-122.351516724,,20180421183433,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646339417,-122.351509094,,20180421183544,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646263123,-122.351524353,,20180421183858,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646263123,-122.351524353,,20180421183902,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.964630127,-122.351524353,,20180421183921,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646263123,-122.351524353,,20180421183927,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.964641571,-122.351531982,,20180421183937,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646148682,-122.351516724,,20180421182706,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,30.0,1.0,20.7539844513,107.073196411,,20180405025129,2018,04,05,2018-04-05
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646186829,-122.351516724,,20180421182617,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646224976,-122.351509094,,20180421182348,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,5.0,1.0,35.7872085571,-78.6902923584,,20180411162258,2018,04,11,2018-04-11
23.0,Clothing and Shoes,GLASS,5.0,1.0,35.7884521484,-78.6878585815,,20180411203543,2018,04,11,2018-04-11
23.0,Clothing and Shoes,GLASS,5.0,1.0,43.330116272,-70.5444030762,,20180412194254,2018,04,12,2018-04-12
23.0,Clothing and Shoes,GLASS,5.0,1.0,43.3306312561,-70.5441436768,,20180412205519,2018,04,12,2018-04-12
23.0,Clothing and Shoes,GLASS,5.0,1.0,43.3296165466,-70.5452041626,,20180412210034,2018,04,12,2018-04-12
23.0,Clothing and Shoes,GLASS,5.0,2.0,35.7785644531,-78.684967041,,20180415193832,2018,04,15,2018-04-15
23.0,Clothing and Shoes,GLASS,5.0,1.0,35.7850341797,-78.6665115356,,20180416133455,2018,04,16,2018-04-16
23.0,Clothing and Shoes,GLASS,5.0,1.0,37.991809845,-122.286613464,,20180416165742,2018,04,16,2018-04-16
23.0,Clothing and Shoes,GLASS,5.0,1.0,35.7838401794,-78.6844406128,,20180416211236,2018,04,16,2018-04-16
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646224976,-122.351524353,,20180421182238,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,3.0,37.9646224976,-122.351524353,,20180421182246,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646186829,-122.351524353,,20180421182250,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646186829,-122.351524353,,20180421182251,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646148682,-122.351516724,,20180421182313,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646186829,-122.351509094,,20180421182323,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.9646186829,-122.351524353,,20180421182451,2018,04,21,2018-04-21
23.0,Clothing and Shoes,GLASS,6.0,1.0,37.7518730164,-122.211128235,,20180115180404,2018,01,15,2018-01-15
8.0,Plastic Food Wrappers,PLASTIC,5.0,2.0,-8.68395328522,115.264511108,,20180330092827,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,5.0,1.0,-8.68390464783,115.264480591,,20180330093140,2018,03,30,2018-03-30
8.0,Plastic Food Wrappers,PLASTIC,3.0,5.0,31.01822207,-81.42125906,,20180808221413,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,14.0,31.0192779,-81.42068991,,20180808221706,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,4.0,10.0,31.02012967,-81.42043231,,20180808221946,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,9.0,31.02062317,-81.42013038,,20180808222236,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,1.0,31.01776809,-81.42144642,,20180808222828,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,2.0,31.01725377,-81.42162208,,20180808222935,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,2.0,31.07508129,-81.4025637,,20180822221721,2018,08,22,2018-08-22
8.0,Plastic Food Wrappers,PLASTIC,3.0,2.0,31.07510759,-81.40256647,,20180822221935,2018,08,22,2018-08-22
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,2.0,31.09139326,-81.40242775,,20180113161949,2018,01,13,2018-01-13
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,11.0,31.09005009,-81.40230919,,20180113162459,2018,01,13,2018-01-13
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,2.0,31.08265385,-81.40200063,,20180303162015,2018,03,03,2018-03-03
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,2.0,31.12057163,-81.41035271,,20180317152831,2018,03,17,2018-03-17
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,2.0,31.08420611,-81.40196251,,20180317155838,2018,03,17,2018-03-17
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,3.0,31.02369787,-81.41846975,,20180317182418,2018,03,17,2018-03-17
7.0,Foam or Plastic Cups or Plates,PLASTIC,8.0,1.0,20.7534999847,107.072898865,,20180405025915,2018,04,05,2018-04-05
8.0,Plastic Food Wrappers,PLASTIC,3.0,23.0,31.02094305,-81.43478113,,20180808224108,2018,08,08,2018-08-08
7.0,Foam or Plastic Cups or Plates,PLASTIC,3.0,1.0,31.11825891,-81.40774874,,20180407150341,2018,04,07,2018-04-07
8.0,Plastic Food Wrappers,PLASTIC,3.0,15.0,31.02104229,-81.43403144,,20180808223811,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,8.0,31.10435335,-81.40493917,,20180808214150,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,1.0,44.64428324,-124.05978389,,20180622010946,2018,06,22,2018-06-22
8.0,Plastic Food Wrappers,PLASTIC,3.0,1.0,44.6442834,-124.05978394,,20180622010954,2018,06,22,2018-06-22
8.0,Plastic Food Wrappers,PLASTIC,5.0,2.0,44.6443308,-124.05978049,,20180622011732,2018,06,22,2018-06-22
8.0,Plastic Food Wrappers,PLASTIC,4.0,1.0,44.64435145,-124.0597705,,20180622011952,2018,06,22,2018-06-22
8.0,Plastic Food Wrappers,PLASTIC,4.0,1.0,44.5537414551,-124.072898865,,20180707175754,2018,07,07,2018-07-07
8.0,Plastic Food Wrappers,PLASTIC,6.0,1.0,44.5515937805,-124.073394775,,20180707180332,2018,07,07,2018-07-07
8.0,Plastic Food Wrappers,PLASTIC,6.0,1.0,44.5477256775,-124.073867798,,20180707181351,2018,07,07,2018-07-07
8.0,Plastic Food Wrappers,PLASTIC,6.0,1.0,44.545879364,-124.074127197,,20180707181659,2018,07,07,2018-07-07
8.0,Plastic Food Wrappers,PLASTIC,4.0,1.0,44.5440979004,-124.074607849,,20180707182025,2018,07,07,2018-07-07
8.0,Plastic Food Wrappers,PLASTIC,6.0,1.0,44.5499992371,-124.073493958,,20180710172934,2018,07,10,2018-07-10
8.0,Plastic Food Wrappers,PLASTIC,6.0,1.0,44.5502662659,-124.073417664,,20180710173012,2018,07,10,2018-07-10
8.0,Plastic Food Wrappers,PLASTIC,6.0,1.0,44.5526428223,-124.073028564,,20180710173619,2018,07,10,2018-07-10
8.0,Plastic Food Wrappers,PLASTIC,4.0,1.0,44.5488853455,-124.07346344,,20180711162515,2018,07,11,2018-07-11
8.0,Plastic Food Wrappers,PLASTIC,3.0,4.0,31.01769962,-81.4214872,,20180718221908,2018,07,18,2018-07-18
8.0,Plastic Food Wrappers,PLASTIC,3.0,7.0,31.11912353,-81.41564283,,20180808212419,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,3.0,3.0,31.0519422,-81.40837415,,20180808215648,2018,08,08,2018-08-08
8.0,Plastic Food Wrappers,PLASTIC,9.0,1.0,44.64426174,-124.0597346,,20180622010750,2018,06,22,2018-06-22
7.0,Foam or Plastic Cups or Plates,PLASTIC,3.0,2.0,31.08371813,-81.40196818,,20180407154649,2018,04,07,2018-04-07
7.0,Foam or Plastic Cups or Plates,PLASTIC,3.0,1.0,31.1190515,-81.41555403,,20180419151940,2018,04,19,2018-04-19
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,4.0,31.09007528,-81.40232114,,20180113162505,2018,01,13,2018-01-13
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,1.0,31.10526426,-81.40453847,,20180113165027,2018,01,13,2018-01-13
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,1.0,31.1205348,-81.41179127,,20180210144316,2018,02,10,2018-02-10
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,2.0,31.0507788,-81.4082174,,20180303164955,2018,03,03,2018-03-03
7.0,Foam or Plastic Cups or Plates,PLASTIC,4.0,2.0,31.12057177,-81.41033231,,20180317152833,2018,03,17,2018-03-17
